datetime,open,close,volume,high,_id,low
2023-01-25 09:15:00,1691.4,1687.2,107201,1692.95,646f203b17d34dc0906126b4,1686.8
2023-01-25 09:18:00,1687.3,1683.9,125877,1687.35,646f203b17d34dc0906126b5,1683.0
2023-01-25 09:21:00,1683.9,1681.95,59929,1684.5,646f203b17d34dc0906126b6,1681.15
2023-01-25 09:24:00,1681.95,1680.8,67756,1681.95,646f203b17d34dc0906126b7,1678.5
2023-01-25 09:27:00,1680.65,1682.05,30556,1682.95,646f203b17d34dc0906126b8,1680.0
2023-01-25 09:30:00,1681.8,1678.5,32788,1682.0,646f203b17d34dc0906126b9,1678.5
2023-01-25 09:33:00,1678.5,1676.1,46199,1678.5,646f203b17d34dc0906126ba,1675.5
2023-01-25 09:36:00,1676.1,1676.35,45749,1676.8,646f203b17d34dc0906126bb,1673.0
2023-01-25 09:39:00,1676.85,1678.8,23086,1679.2,646f203b17d34dc0906126bc,1676.05
2023-01-25 09:42:00,1678.9,1677.4,17745,1678.9,646f203b17d34dc0906126bd,1677.2
2023-01-25 09:45:00,1677.4,1678.4,18247,1678.85,646f203b17d34dc0906126be,1677.05
2023-01-25 09:48:00,1678.3,1678.85,24312,1678.85,646f203b17d34dc0906126bf,1677.5
2023-01-25 09:51:00,1678.55,1679.0,18408,1679.0,646f203b17d34dc0906126c0,1677.25
2023-01-25 09:54:00,1678.75,1678.55,28239,1679.0,646f203b17d34dc0906126c1,1677.0
2023-01-25 09:57:00,1678.9,1681.55,38247,1682.7,646f203b17d34dc0906126c2,1678.55
2023-01-25 10:00:00,1681.75,1677.45,32142,1682.0,646f203b17d34dc0906126c3,1677.0
2023-01-25 10:03:00,1677.45,1677.6,18554,1677.9,646f203b17d34dc0906126c4,1677.0
2023-01-25 10:06:00,1677.65,1675.0,35128,1678.0,646f203b17d34dc0906126c5,1674.55
2023-01-25 10:09:00,1674.65,1669.75,117207,1675.0,646f203b17d34dc0906126c6,1668.5
2023-01-25 10:12:00,1669.6,1664.55,64327,1669.6,646f203b17d34dc0906126c7,1662.8
2023-01-25 10:15:00,1664.25,1669.0,56603,1669.5,646f203b17d34dc0906126c8,1663.55
2023-01-25 10:18:00,1669.0,1669.9,46901,1670.0,646f203b17d34dc0906126c9,1667.9
2023-01-25 10:21:00,1670.0,1669.9,76492,1670.0,646f203b17d34dc0906126ca,1669.5
2023-01-25 10:24:00,1670.0,1666.9,48387,1670.0,646f203b17d34dc0906126cb,1665.9
2023-01-25 10:27:00,1666.8,1668.75,27816,1669.05,646f203b17d34dc0906126cc,1666.4
2023-01-25 10:30:00,1668.75,1667.85,54058,1669.95,646f203b17d34dc0906126cd,1667.35
